,,0
nopatlesscapextointex,ocfgrowth,0.08371346748012061
ocfgrowth,nopatlesscapextointex,0.08371346748012061
netdebt,nnep,0.08371395742062875
nnep,netdebt,0.08371395742062875
nnep,netnonopobligations,0.08371395742062875
netnonopobligations,nnep,0.08371395742062875
ebittointerestex,evtoocf,0.08373299845406766
evtoocf,ebittointerestex,0.08373299845406766
nopatqoqgrowth,dpo,0.08376942698280741
dpo,nopatqoqgrowth,0.08376942698280741
nopatqoqgrowth,adj_close,0.08387830068148887
adj_close,nopatqoqgrowth,0.08387830068148887
pretaxincomemargin,evtofcff,0.08392969204745514
evtofcff,pretaxincomemargin,0.08392969204745514
adj_close,netincomeqoqgrowth,0.0839302568386409
netincomeqoqgrowth,adj_close,0.0839302568386409
evtorevenue,netdebt,0.08408870288345104
netdebt,evtorevenue,0.08408870288345104
evtorevenue,netnonopobligations,0.08408870288345104
netnonopobligations,evtorevenue,0.08408870288345104
epsgrowth,ebitdamargin,0.08408891367093257
ebitdamargin,epsgrowth,0.08408891367093257
earningsyield,revenueqoqgrowth,0.08416155912593828
revenueqoqgrowth,earningsyield,0.08416155912593828
arturnover,ebitdamargin,0.08426289952763091
ebitdamargin,arturnover,0.08426289952763091
netnonopex,roic,0.08436117841923127
roic,netnonopex,0.08436117841923127
ocfgrowth,revenueqoqgrowth,0.0843720461176007
revenueqoqgrowth,ocfgrowth,0.0843720461176007
netnonopex,evtoebitda,0.08441323690493802
evtoebitda,netnonopex,0.08441323690493802
dpo,ebitdaqoqgrowth,0.08449940159016289
ebitdaqoqgrowth,dpo,0.08449940159016289
totalcapital,nopatgrowth,0.08456272517281727
nopatgrowth,totalcapital,0.08456272517281727
netincomeqoqgrowth,nopat,0.08459586053517178
nopat,netincomeqoqgrowth,0.08459586053517178
grossmargin,ltdebtandcapleases,0.08470083923296577
ltdebtandcapleases,grossmargin,0.08470083923296577
debt,grossmargin,0.08470083923296577
grossmargin,debt,0.08470083923296577
grossmargin,ocfqoqgrowth,0.08473542255887666
ocfqoqgrowth,grossmargin,0.08473542255887666
ebitmargin,ltdebtandcapleases,0.0847701105322259
debt,ebitmargin,0.0847701105322259
ltdebtandcapleases,ebitmargin,0.0847701105322259
ebitmargin,debt,0.0847701105322259
ltdebtandcapleases,costofrevtorevenue,0.08478136689757464
debt,costofrevtorevenue,0.08478136689757464
costofrevtorevenue,ltdebtandcapleases,0.08478136689757464
costofrevtorevenue,debt,0.08478136689757464
netincomeqoqgrowth,totalcapital,0.08486026480883596
totalcapital,netincomeqoqgrowth,0.08486026480883596
ebitgrowth,ebitqoqgrowth,0.08489811693018681
ebitqoqgrowth,ebitgrowth,0.08489811693018681
investedcapitalqoqgrowth,ebitda,0.08498780389813851
ebitda,investedcapitalqoqgrowth,0.08498780389813851
efftaxrate,adj_close,0.085142584590812
adj_close,efftaxrate,0.085142584590812
fcfftointerestex,operatingmargin,0.08528218985789268
operatingmargin,fcfftointerestex,0.08528218985789268
costofrevtorevenue,ocfqoqgrowth,0.0852964052764236
ocfqoqgrowth,costofrevtorevenue,0.0852964052764236
fcffgrowth,efftaxrate,0.08537723889926532
efftaxrate,fcffgrowth,0.08537723889926532
ccc,ocfgrowth,0.0853979785328339
ocfgrowth,ccc,0.0853979785328339
rnnoa,normalizednopatmargin,0.08543120102676931
normalizednopatmargin,rnnoa,0.08543120102676931
ocflesscapextointerestex,netdebttoebitda,0.08549019084371086
netdebttoebitda,ocflesscapextointerestex,0.08549019084371086
taxburdenpct,fcffgrowth,0.08555127644749312
fcffgrowth,taxburdenpct,0.08555127644749312
nopatgrowth,adj_close,0.08555747347590603
adj_close,nopatgrowth,0.08555747347590603
investedcapitalqoqgrowth,bookvaluepershare,0.08565256481729273
bookvaluepershare,investedcapitalqoqgrowth,0.08565256481729273
investedcapitalqoqgrowth,netincomegrowth,0.08565982570038379
netincomegrowth,investedcapitalqoqgrowth,0.08565982570038379
dfcfnwctorev,nopatgrowth,0.08567493192452942
nopatgrowth,dfcfnwctorev,0.08567493192452942
epsgrowth,roa,0.08579286380059135
roa,epsgrowth,0.08579286380059135
netincomeqoqgrowth,sgaextorevenue,0.08580165104487897
sgaextorevenue,netincomeqoqgrowth,0.08580165104487897
pricetotangiblebook,nwc,0.08587193537370079
dfnwc,pricetotangiblebook,0.08587193537370079
nwc,pricetotangiblebook,0.08587193537370079
pricetotangiblebook,dfnwc,0.08587193537370079
sgaextorevenue,ocflesscapextointerestex,0.08591078781004953
ocflesscapextointerestex,sgaextorevenue,0.08591078781004953
nopatlesscapextointex,arturnover,0.08591130340834381
arturnover,nopatlesscapextointex,0.08591130340834381
evtofcff,nopatmargin,0.08607910639480375
nopatmargin,evtofcff,0.08607910639480375
nopatqoqgrowth,pricetorevenue,0.08621085562697145
pricetorevenue,nopatqoqgrowth,0.08621085562697145
dpo,nnep,0.08630102034445375
nnep,dpo,0.08630102034445375
evtoebitda,netdebttoebitda,0.08633065893130036
netdebttoebitda,evtoebitda,0.08633065893130036
leverageratio,ebitdaqoqgrowth,0.08634942214554893
ebitdaqoqgrowth,leverageratio,0.08634942214554893
ocfgrowth,augmentedpayoutratio,0.08637522608421543
augmentedpayoutratio,ocfgrowth,0.08637522608421543
roe,revenuegrowth,0.08641064949400415
revenuegrowth,roe,0.08641064949400415
roce,revenuegrowth,0.08641064949400415
revenuegrowth,roce,0.08641064949400415
investedcapitalqoqgrowth,tangbookvaluepershare,0.08654950112750152
tangbookvaluepershare,investedcapitalqoqgrowth,0.08654950112750152
evtorevenue,efftaxrate,0.08655341803920116
efftaxrate,evtorevenue,0.08655341803920116
evtoinvestedcapital,freecashflow,0.08675257977496086
freecashflow,evtoinvestedcapital,0.08675257977496086
nopatgrowth,nwctorev,0.08675860500846544
nopatgrowth,dfnwctorev,0.08675860500846544
nwctorev,nopatgrowth,0.08675860500846544
dfnwctorev,nopatgrowth,0.08675860500846544
totalcapital,epsgrowth,0.08677058724465082
epsgrowth,totalcapital,0.08677058724465082
evtofcff,epsqoqgrowth,0.08679629193310387
epsqoqgrowth,evtofcff,0.08679629193310387
evtoocf,nopattointerestex,0.08688480173437152
nopattointerestex,evtoocf,0.08688480173437152
dfcfnwc,epsqoqgrowth,0.08689485870067166
epsqoqgrowth,dfcfnwc,0.08689485870067166
nopatgrowth,depreciationandamortization,0.08690808863912242
depreciationandamortization,nopatgrowth,0.08690808863912242
nnep,roic,0.08691734209486042
roic,nnep,0.08691734209486042
epsgrowth,depreciationandamortization,0.0869432802512117
depreciationandamortization,epsgrowth,0.0869432802512117
roce,ebitqoqgrowth,0.08694677089229197
ebitqoqgrowth,roce,0.08694677089229197
roe,ebitqoqgrowth,0.08694677089229197
ebitqoqgrowth,roe,0.08694677089229197
ltdebttoequity,ebitdamargin,0.0869690381082264
ebitdamargin,debttoequity,0.0869690381082264
debttoequity,ebitdamargin,0.0869690381082264
ebitdamargin,ltdebttoequity,0.0869690381082264
dpo,investedcapitalqoqgrowth,0.08711852558180905
investedcapitalqoqgrowth,dpo,0.08711852558180905
evtoebitda,ocflesscapextointerestex,0.087125357806661
ocflesscapextointerestex,evtoebitda,0.087125357806661
nopatgrowth,operatingmargin,0.087225142218515
operatingmargin,nopatgrowth,0.087225142218515
investedcapitalgrowth,pricetobook,0.08723745515790964
pricetobook,investedcapitalgrowth,0.08723745515790964
nopatgrowth,dio,0.08725366925319598
dio,nopatgrowth,0.08725366925319598
normalizednopat,netincomegrowth,0.08729122254530798
netincomegrowth,normalizednopat,0.08729122254530798
ocftocapex,netincomegrowth,0.08730357278922078
netincomegrowth,ocftocapex,0.08730357278922078
evtorevenue,taxburdenpct,0.08732466985686063
taxburdenpct,evtorevenue,0.08732466985686063
dpo,interestburdenpct,0.08741645597448279
interestburdenpct,dpo,0.08741645597448279
profitmargin,fcfftointerestex,0.08763512789404243
fcfftointerestex,profitmargin,0.08763512789404243
nnep,netdebttonopat,0.08767155827506012
netdebttonopat,nnep,0.08767155827506012
dso,marketcap,0.08767957347922122
marketcap,dso,0.08767957347922122
nopattointerestex,efftaxrate,0.08768637721605621
efftaxrate,nopattointerestex,0.08768637721605621
ebitdaqoqgrowth,investedcapitalgrowth,0.0878150458679924
investedcapitalgrowth,ebitdaqoqgrowth,0.0878150458679924
taxburdenpct,ebitdagrowth,0.08790474501797568
ebitdagrowth,taxburdenpct,0.08790474501797568
nnep,arturnover,0.08791821682716416
arturnover,nnep,0.08791821682716416
revenuegrowth,assetturnover,0.0879778653970898
assetturnover,revenuegrowth,0.0879778653970898
netdebttonopat,ocflesscapextointerestex,0.08803893085729922
ocflesscapextointerestex,netdebttonopat,0.08803893085729922
capex,fcffgrowth,0.08810578174674234
fcffgrowth,capex,0.08810578174674234
nopatlesscapextointex,evtonopat,0.0882076131996638
evtonopat,nopatlesscapextointex,0.0882076131996638
netincomeqoqgrowth,apturnover,0.08822525165423345
apturnover,netincomeqoqgrowth,0.08822525165423345
nopatgrowth,ebitmargin,0.08841234944415978
ebitmargin,nopatgrowth,0.08841234944415978
ebitlesscapextointerestex,epsqoqgrowth,0.08842212351006522
epsqoqgrowth,ebitlesscapextointerestex,0.08842212351006522
netincomegrowth,investedcapital,0.08842631605600676
investedcapital,netincomegrowth,0.08842631605600676
pricetotangiblebook,investedcapitalgrowth,0.08861738527775094
investedcapitalgrowth,pricetotangiblebook,0.08861738527775094
debttototalcapital,altmanzscore,0.08861750284477536
ltdebttocap,altmanzscore,0.08861750284477536
altmanzscore,ltdebttocap,0.08861750284477536
altmanzscore,debttototalcapital,0.08861750284477536
ebitdaqoqgrowth,invturnover,0.08866208567079462
invturnover,ebitdaqoqgrowth,0.08866208567079462
adj_close,taxburdenpct,0.08876413317706326
taxburdenpct,adj_close,0.08876413317706326
currentratio,ebitdaqoqgrowth,0.08876791135392724
ebitdaqoqgrowth,currentratio,0.08876791135392724
revenueqoqgrowth,ccc,0.0887682078780985
ccc,revenueqoqgrowth,0.0887682078780985
debt,operatingmargin,0.08896949060051079
operatingmargin,ltdebtandcapleases,0.08896949060051079
ltdebtandcapleases,operatingmargin,0.08896949060051079
operatingmargin,debt,0.08896949060051079
dfcfnwctorev,epsgrowth,0.08899026463461351
epsgrowth,dfcfnwctorev,0.08899026463461351
pricetorevenue,ocfqoqgrowth,0.08904221053541936
ocfqoqgrowth,pricetorevenue,0.08904221053541936
faturnover,croic,0.08908191173959122
croic,faturnover,0.08908191173959122
netdebttonopat,enterprisevalue,0.08913428031894556
enterprisevalue,netdebttonopat,0.08913428031894556
ebitdaqoqgrowth,nwctorev,0.0891492410244137
ebitdaqoqgrowth,dfnwctorev,0.0891492410244137
nwctorev,ebitdaqoqgrowth,0.0891492410244137
dfnwctorev,ebitdaqoqgrowth,0.0891492410244137
grossmargin,ltdebttocap,0.08917740064294456
grossmargin,debttototalcapital,0.08917740064294456
debttototalcapital,grossmargin,0.08917740064294456
ltdebttocap,grossmargin,0.08917740064294456
debttototalcapital,costofrevtorevenue,0.08921206540962759
ltdebttocap,costofrevtorevenue,0.08921206540962759
costofrevtorevenue,ltdebttocap,0.08921206540962759
costofrevtorevenue,debttototalcapital,0.08921206540962759
ocfgrowth,nopatqoqgrowth,0.08924001643397417
nopatqoqgrowth,ocfgrowth,0.08924001643397417
compoundleveragefactor,freecashflow,0.08936247033425945
freecashflow,compoundleveragefactor,0.08936247033425945
taxburdenpct,oroa,0.08949124361967488
oroa,taxburdenpct,0.08949124361967488
compoundleveragefactor,ocftointerestex,0.08966801595681817
ocftointerestex,compoundleveragefactor,0.08966801595681817
dio,efftaxrate,0.08970811333469735
efftaxrate,dio,0.08970811333469735
ebitgrowth,dfnwctorev,0.08984460997861962
ebitgrowth,nwctorev,0.08984460997861962
dfnwctorev,ebitgrowth,0.08984460997861962
nwctorev,ebitgrowth,0.08984460997861962
interestburdenpct,ccc,0.08997444110188278
ccc,interestburdenpct,0.08997444110188278
netincomegrowth,nopat,0.09004619383830341
nopat,netincomegrowth,0.09004619383830341
sgaextorevenue,nopatlesscapextointex,0.09011204873139113
nopatlesscapextointex,sgaextorevenue,0.09011204873139113
roa,efftaxrate,0.09011475307765823
efftaxrate,roa,0.09011475307765823
ebitqoqgrowth,augmentedpayoutratio,0.09012959601420671
augmentedpayoutratio,ebitqoqgrowth,0.09012959601420671
nopattointerestex,taxburdenpct,0.09017078596545837
taxburdenpct,nopattointerestex,0.09017078596545837
epsqoqgrowth,totalcapital,0.09017206707194911
totalcapital,epsqoqgrowth,0.09017206707194911
enterprisevalue,dfnwc,0.09019977274669581
nwc,enterprisevalue,0.09019977274669581
enterprisevalue,nwc,0.09019977274669581
dfnwc,enterprisevalue,0.09019977274669581
ebittointerestex,efftaxrate,0.09035085832850638
efftaxrate,ebittointerestex,0.09035085832850638
ltdebtandcapleases,altmanzscore,0.09065684086862176
debt,altmanzscore,0.09065684086862176
altmanzscore,ltdebtandcapleases,0.09065684086862176
altmanzscore,debt,0.09065684086862176
arturnover,ocfgrowth,0.09069415913608517
ocfgrowth,arturnover,0.09069415913608517
tangbookvaluepershare,ebit,0.09073162951849065
ebit,tangbookvaluepershare,0.09073162951849065
ocftocapex,ebitqoqgrowth,0.0907346784114224
ebitqoqgrowth,ocftocapex,0.0907346784114224
rnnoa,revenueqoqgrowth,0.09079062844316306
revenueqoqgrowth,rnnoa,0.09079062844316306
epsqoqgrowth,altmanzscore,0.09084520159246073
altmanzscore,epsqoqgrowth,0.09084520159246073
nopatqoqgrowth,totalcapital,0.09094475183187212
totalcapital,nopatqoqgrowth,0.09094475183187212
investedcapitalincreasedecrease,debttototalcapital,0.09097073704137641
investedcapitalincreasedecrease,ltdebttocap,0.09097073704137641
ltdebttocap,investedcapitalincreasedecrease,0.09097073704137641
debttototalcapital,investedcapitalincreasedecrease,0.09097073704137641
evtofcff,fcfftointerestex,0.09103795301199345
fcfftointerestex,evtofcff,0.09103795301199345
ltdebttocap,capex,0.09105013708736931
debttototalcapital,capex,0.09105013708736931
capex,debttototalcapital,0.09105013708736931
capex,ltdebttocap,0.09105013708736931
costofrevtorevenue,interestburdenpct,0.09106141420212825
interestburdenpct,costofrevtorevenue,0.09106141420212825
interestburdenpct,pricetoearnings,0.0910754071527909
pricetoearnings,interestburdenpct,0.0910754071527909
ocftocapex,evtofcff,0.0911291666833918
evtofcff,ocftocapex,0.0911291666833918
evtorevenue,nopatlesscapextointex,0.09125810985013073
nopatlesscapextointex,evtorevenue,0.09125810985013073
nopatqoqgrowth,dfcfnwc,0.09134290588601247
dfcfnwc,nopatqoqgrowth,0.09134290588601247
oroa,epsgrowth,0.09142925881151097
epsgrowth,oroa,0.09142925881151097
dio,taxburdenpct,0.09148695064445737
taxburdenpct,dio,0.09148695064445737
evtofcff,enterprisevalue,0.0916363024782467
enterprisevalue,evtofcff,0.0916363024782467
epsqoqgrowth,ebitdagrowth,0.09164329787244067
ebitdagrowth,epsqoqgrowth,0.09164329787244067
ocflesscapextointerestex,invturnover,0.09169970237782418
invturnover,ocflesscapextointerestex,0.09169970237782418
netnonopex,evtonopat,0.09184862032413582
evtonopat,netnonopex,0.09184862032413582
debttonopat,evtoinvestedcapital,0.09190833130734666
ltdebttonopat,evtoinvestedcapital,0.09190833130734666
evtoinvestedcapital,ltdebttonopat,0.09190833130734666
evtoinvestedcapital,debttonopat,0.09190833130734666
grossmargin,interestburdenpct,0.09196298676262936
interestburdenpct,grossmargin,0.09196298676262936
efftaxrate,evtoinvestedcapital,0.09201060442738795
evtoinvestedcapital,efftaxrate,0.09201060442738795
nopatlesscapextointex,epsqoqgrowth,0.09212751476488722
epsqoqgrowth,nopatlesscapextointex,0.09212751476488722
nnep,dso,0.09215256366515626
dso,nnep,0.09215256366515626
evtoinvestedcapital,debttoebitda,0.09221721428633033
evtoinvestedcapital,ltdebttoebitda,0.09221721428633033
debttoebitda,evtoinvestedcapital,0.09221721428633033
ltdebttoebitda,evtoinvestedcapital,0.09221721428633033
investedcapitalgrowth,ccc,0.09233058121007175
ccc,investedcapitalgrowth,0.09233058121007175
interestburdenpct,altmanzscore,0.0924364790941915
altmanzscore,interestburdenpct,0.0924364790941915
evtofcff,ebitqoqgrowth,0.09246735201504719
ebitqoqgrowth,evtofcff,0.09246735201504719
ocfqoqgrowth,normalizednopatmargin,0.09250556234697958
normalizednopatmargin,ocfqoqgrowth,0.09250556234697958
apturnover,epsqoqgrowth,0.09253550337840014
epsqoqgrowth,apturnover,0.09253550337840014
ebit,bookvaluepershare,0.09259393366601798
bookvaluepershare,ebit,0.09259393366601798
sgaextorevenue,ebitqoqgrowth,0.09268874339988707
ebitqoqgrowth,sgaextorevenue,0.09268874339988707
normalizednopat,pricetoearnings,0.09278131191502481
pricetoearnings,normalizednopat,0.09278131191502481
investedcapitalturnover,ebitlesscapextointerestex,0.09278342992328686
ebitlesscapextointerestex,investedcapitalturnover,0.09278342992328686
adj_close,altmanzscore,0.09281382804628587
altmanzscore,adj_close,0.09281382804628587
ebittointerestex,taxburdenpct,0.09282589224368536
taxburdenpct,ebittointerestex,0.09282589224368536
augmentedpayoutratio,normalizednopatmargin,0.09291316306212027
normalizednopatmargin,augmentedpayoutratio,0.09291316306212027
evtoebitda,adj_close,0.09295034486690416
adj_close,evtoebitda,0.09295034486690416
evtorevenue,ebitlesscapextointerestex,0.09295881167977339
ebitlesscapextointerestex,evtorevenue,0.09295881167977339
epsgrowth,dio,0.09312305111753441
dio,epsgrowth,0.09312305111753441
ltdebttocap,pricetorevenue,0.09337711533491816
debttototalcapital,pricetorevenue,0.09337711533491816
pricetorevenue,ltdebttocap,0.09337711533491816
pricetorevenue,debttototalcapital,0.09337711533491816
investedcapitalincreasedecrease,debttonopat,0.09341460784377811
ltdebttonopat,investedcapitalincreasedecrease,0.09341460784377811
investedcapitalincreasedecrease,ltdebttonopat,0.09341460784377811
debttonopat,investedcapitalincreasedecrease,0.09341460784377811
netincomeqoqgrowth,ebitlesscapextointerestex,0.09354389616676585
ebitlesscapextointerestex,netincomeqoqgrowth,0.09354389616676585
netdebttoebitda,enterprisevalue,0.09355449473336633
enterprisevalue,netdebttoebitda,0.09355449473336633
ebitda,epsgrowth,0.0935682974426706
epsgrowth,ebitda,0.0935682974426706
evtoinvestedcapital,ebitdaqoqgrowth,0.0935743532682708
ebitdaqoqgrowth,evtoinvestedcapital,0.0935743532682708
nopatmargin,netdebttonopat,0.09359683446408903
netdebttonopat,nopatmargin,0.09359683446408903
evtoocf,investedcapitalgrowth,0.09368035226310102
investedcapitalgrowth,evtoocf,0.09368035226310102
netincomeqoqgrowth,profitmargin,0.0937272183091705
profitmargin,netincomeqoqgrowth,0.0937272183091705
fcffgrowth,pricetotangiblebook,0.09376987990963905
pricetotangiblebook,fcffgrowth,0.09376987990963905
ebitgrowth,debttonopat,0.09385009871648896
ltdebttonopat,ebitgrowth,0.09385009871648896
debttonopat,ebitgrowth,0.09385009871648896
ebitgrowth,ltdebttonopat,0.09385009871648896
dio,ebitlesscapextointerestex,0.09385187156577637
